"acra","acra_library"
"org.apache.mesos","mesos"
"org.apache.mina","mina-core"
"org.apache.myfaces.commons","myfaces-commons"
"org.apache.myfaces.core","myfaces-api"
"org.apache.myfaces.core","myfaces-core-project"
"org.apache.myfaces.core","myfaces-impl"
"org.apache.myfaces.core.internal","myfaces-impl-shared"
"org.apache.myfaces.shared","myfaces-shared-core"
"org.apache.myfaces.shared","myfaces-shared-impl"
"org.apache.myfaces.trinidad","trinidad"
"org.apache.myfaces.trinidad","trinidad-impl"
"org.apache.nifi","nifi"
"org.apache.nifi","nifi-api"
"org.apache.nifi","nifi-commons"
"org.apache.nifi","nifi-custom-ui-utilities"
"org.apache.nifi","nifi-framework-api"
"org.apache.nifi","nifi-framework-authorization"
"org.apache.nifi","nifi-framework-cluster"
"org.apache.nifi","nifi-framework-core"
"org.apache.nifi","nifi-jetty"
"org.apache.nifi","nifi-jetty-bundle"
"org.apache.nifi","nifi-jms-cf-service"
"org.apache.nifi","nifi-jms-cf-service-nar"
"org.apache.nifi","nifi-jms-processors"
"org.apache.nifi","nifi-jms-processors-nar"
"org.apache.nifi","nifi-kafka-processors"
"org.apache.nifi","nifi-parameter"
"org.apache.nifi","nifi-resources"
"org.apache.nifi","nifi-security"
"org.apache.nifi","nifi-security-utils"
"org.apache.nifi","nifi-standard-processors"
"org.apache.nifi","nifi-utils"
"org.apache.nifi","nifi-web"
"org.apache.nifi","nifi-web-api"
"org.apache.nifi","nifi-web-content-access"
"org.apache.nifi","nifi-web-content-viewer"
"org.apache.nifi","nifi-web-security"
"org.apache.nifi","nifi-web-ui"
"org.apache.nifi.registry","nifi-registry"
"org.apache.ode","ode-axis2"
"org.apache.olingo","odata-client-core"
"org.apache.olingo","odata-client-proxy"
"org.apache.olingo","odata-server-core"
"org.apache.oodt","oodt-core"
"org.apache.oozie","oozie-core"
"org.apache.oozie","oozie-main"
"org.apache.openejb","arquillian-tomee-common"
"org.apache.openejb","arquillian-tomee-embedded"
"org.apache.openejb","openejb-client"
"org.apache.openejb","openejb-core"
"org.apache.openejb","openejb-lite"
"org.apache.openejb.patch","openejb-cxf-bundle"
"org.apache.openjpa","apache-openjpa"
"org.apache.openjpa","openjpa"
"org.apache.openjpa","openjpa-jdbc"
"org.apache.openjpa","openjpa-kernel"
"org.apache.openjpa","openjpa-lib"
"org.apache.openjpa","openjpa-slice"
"org.apache.openmeetings","openmeetings-db"
"org.apache.openmeetings","openmeetings-parent"
"org.apache.openmeetings","openmeetings-util"
"org.apache.opennlp","opennlp"
"org.apache.opennlp","opennlp-tools"
"org.apache.orc","orc-core"
"org.apache.pdfbox","fontbox"
"org.apache.pdfbox","jempbox"
"org.apache.pdfbox","pdfbox"
"org.apache.pdfbox","preflight-app"
"org.apache.pdfbox","xmpbox"
"org.apache.phoenix","phoenix-pherf"
"org.apache.poi","poi"
"org.apache.poi","poi-examples"
"org.apache.poi","poi-excelant"
"org.apache.poi","poi-ooxml"
"org.apache.poi","poi-scratchpad"
"org.apache.portals.jetspeed-2","applications"
"org.apache.portals.jetspeed-2","j2-admin"
"org.apache.portals.jetspeed-2","jetspeed"
"org.apache.portals.jetspeed-2","jetspeed-2"
"org.apache.portals.jetspeed-2","jetspeed-api"
"org.apache.portals.jetspeed-2","jetspeed-portal"
"org.apache.portals.jetspeed-2","jetspeed-security"
"org.apache.portals.pluto","pluto"
"org.apache.portals.pluto","PortletV3AnnotatedDemo"
"org.apache.qpid","apache-qpid-broker-j"
"org.apache.qpid","proton"
"org.apache.qpid","proton-j"
"org.apache.qpid","proton-project"
"org.apache.qpid","qpid-broker"
"org.apache.qpid","qpid-broker-core"
"org.apache.qpid","qpid-broker-plugins-amqp-0-10-protocol"
"org.apache.qpid","qpid-broker-plugins-amqp-0-8-protocol"
"org.apache.qpid","qpid-broker-plugins-amqp-1-0-protocol"
"org.apache.qpid","qpid-client"
"org.apache.qpid","qpid-common"
"org.apache.qpid","qpid-java-build"
"org.apache.qpid","qpid-jms-client"
"org.apache.ranger","ranger"
"org.apache.ranger","ranger-kafka-plugin"
"org.apache.ranger","ranger-plugins-common"
"org.apache.rat","apache-rat"
"org.apache.rave","rave-core"
"org.apache.rave","rave-web"
"org.apache.rocketmq","rocketmq-broker"
"org.apache.rocketmq","rocketmq-client"
"org.apache.rocketmq","rocketmq-common"
"org.apache.sanselan","sanselan"
"org.apache.santuario","xmlsec"
"org.apache.servicemix.bundles","org.apache.servicemix.bundles.bcprov-jdk15on"
"org.apache.servicemix.bundles","org.apache.servicemix.bundles.opensaml"
"org.apache.shardingsphere","shardingsphere"
"org.apache.shiro","shiro-all"
"org.apache.shiro","shiro-core"
"org.apache.shiro","shiro-guice"
"org.apache.shiro","shiro-root"
"org.apache.shiro","shiro-spring"
"org.apache.shiro","shiro-spring-boot-web-starter"
"org.apache.shiro","shiro-web"
"org.apache.skywalking","storage-jdbc-hikaricp-plugin"
"org.apache.sling","org.apache.sling.api"
"org.apache.sling","org.apache.sling.auth.core"
"org.apache.sling","org.apache.sling.cms"
"org.apache.sling","org.apache.sling.cms.ui"
"org.apache.sling","org.apache.sling.jcr.contentloader"
"org.apache.sling","org.apache.sling.jcr.jackrabbit.server"
"org.apache.sling","org.apache.sling.servlets.post"
"org.apache.sling","org.apache.sling.xss"
"org.apache.solr","solr"
"org.apache.solr","solr-cell"
"org.apache.solr","solr-core"
"org.apache.solr","solr-dataimporthandler"
"org.apache.solr","solr-solrj"
"org.apache.solr","solr-test-framework"
"org.apache.solr","solr-velocity"
"org.apache.spark","spark-catalyst_2.10"
"org.apache.spark","spark-catalyst_2.11"
"org.apache.spark","spark-core_2.10"
"org.apache.spark","spark-core_2.11"
"org.apache.spark","spark-launcher_2.10"
"org.apache.spark","spark-launcher_2.11"
"org.apache.stanbol","org.apache.stanbol.entityhub.indexing.dblp"
"org.apache.stanbol","org.apache.stanbol.entityhub.indexing.dbpedia"
"org.apache.stanbol","org.apache.stanbol.entityhub.indexing.freebase"
"org.apache.stanbol","org.apache.stanbol.entityhub.indexing.genericrdf"
"org.apache.stanbol","org.apache.stanbol.entityhub.indexing.geonames"
"org.apache.storm","storm"
"org.apache.storm","storm-core"
"org.apache.storm","storm-starter"
"org.apache.stratos","org.apache.stratos.cli"
"org.apache.struts","struts2-assembly"
"org.apache.struts","struts2-config-browser-plugin"
"org.apache.struts","struts2-convention-plugin"
"org.apache.struts","struts2-core"
"org.apache.struts","struts2-javatemplates-plugin"
"org.apache.struts","struts2-rest-plugin"
"org.apache.struts","struts2-rest-showcase"
"org.apache.struts","struts2-showcase"
"org.apache.struts","struts2-struts1-plugin"
"org.apache.struts","struts-core"
"org.apache.struts","struts-master"
"org.apache.struts.xwork","xwork-core"
"org.apache.synapse","Apache-Synapse"
"org.apache.synapse","synapse-core"
"org.apache.syncope","syncope"
"org.apache.syncope","syncope-console"
"org.apache.syncope","syncope-core"
"org.apache.syncope.client","syncope-client-console"
"org.apache.syncope.common","syncope-common-lib"
"org.apache.syncope.core","syncope-core-logic"
"org.apache.syncope.core","syncope-core-persistence-jpa"
"org.apache.syncope.core","syncope-core-provisioning-java"
"org.apache.syncope.ext.camel","syncope-ext-camel-logic"
"org.apache.syncope.ext.elasticsearch","syncope-ext-elasticsearch-persistence-jpa"
"org.apache.taglibs","taglibs-standard"
"org.apache.taglibs","taglibs-standard-impl"
"org.apache.taglibs","taglibs-standard-spec"
"org.apache.tapestry","tapestry-core"
"org.apache.tapestry","tapestry-test"
"org.apache.thrift","libthrift"
"org.apache.tika","tika"
"org.apache.tika","tika-app"
"org.apache.tika","tika-bundle"
"org.apache.tika","tika-core"
"org.apache.tika","tika-java7"
"org.apache.tika","tika-parsers"
"org.apache.tika","tika-server"
"org.apache.tika","tika-xmp"
"org.apache.tomcat","catalina"
"org.apache.tomcat","catalina-ant"
"org.apache.tomcat","catalina-ha"
"org.apache.tomcat","coyote"
"org.apache.tomcat","el-api"
"org.apache.tomcat","jasper"
"org.apache.tomcat","tomcat"
"org.apache.tomcat","tomcat7-websocket"
"org.apache.tomcat","tomcat-catalina"
"org.apache.tomcat","tomcat-catalina-ant"
"org.apache.tomcat","tomcat-catalina-ha"
"org.apache.tomcat","tomcat-catalina-jmx-remote"
"org.apache.tomcat","tomcat-coyote"
"org.apache.tomcat","tomcat-el-api"
"org.apache.tomcat","tomcat-jasper"
"org.apache.tomcat","tomcat-util"
"org.apache.tomcat","tomcat-util-scan"
"org.apache.tomcat","tomcat-websocket"
"org.apache.tomcat.embed","tomcat-embed-core"
"org.apache.tomcat.embed","tomcat-embed-el"
"org.apache.tomcat.embed","tomcat-embed-jasper"
"org.apache.tomee","apache-tomee"
"org.apache.tomee","arquillian-tomee-common"
"org.apache.tomee","arquillian-tomee-embedded"
"org.apache.tomee","openejb-client"
"org.apache.tomee","openejb-core"
"org.apache.tomee","tomee"
"org.apache.tomee","tomee-common"
"org.apache.tomee","tomee-embedded"
"org.apache.tomee","tomee-webapp"
"org.apache.tuscany.sca","tuscany-binding-ws-runtime-axis2"
"org.apache.tuscany.sca.aggregation","tuscany-binding-ws-runtime-axis2-aggregation"
"org.apache.tuscany.sca.shades","tuscany-webservices-nodep"
"org.apache.uima","jVinci"
"org.apache.uima","uima-ducc-common"
"org.apache.uima","uimaj-adapter-vinci"
"org.apache.uima","uimaj-core"
"org.apache.uima","uimaj-ep-cas-editor"
"org.apache.uima","uimaj-examples"
"org.apache.uima","uimaj-tools"
"org.apache.unomi","shell-commands"
"org.apache.unomi","unomi"
"org.apache.unomi","unomi-kar"
"org.apache.unomi","unomi-persistence-elasticsearch-core"
"org.apache.unomi","unomi-plugins-base"
"org.apache.unomi","unomi-root"
"org.apache.unomi","unomi-services"
"org.apache.unomi","unomi-wab"
"org.apache.velocity","velocity"
"org.apache.whirr","whirr-cli"
"org.apache.wicket","wicket"
"org.apache.wicket","wicket-core"
"org.apache.wicket","wicket-extensions"
"org.apache.wicket","wicket-request"
"org.apache.wicket","wicket-util"
"org.apache.wink","apache-wink"
"org.apache.wink","wink"
"org.apache.wink","wink-assembly-aggregatejar-osgi"
"org.apache.wink","wink-client"
"org.apache.wink","wink-client-apache-httpclient"
"org.apache.wink","wink-common"
"org.apache.wink","wink-component-test-support"
"org.apache.wink","wink-jackson-provider"
"org.apache.wink","wink-jettison-provider"
"org.apache.wink","wink-json-provider"
"org.apache.wink","wink-providers"
"org.apache.wink","wink-server"
"org.apache.wink","wink-spring-support"
"org.apache.wink","wink-webdav"
"org.apache.wss4j","wss4j-ws-security-dom"
"org.apache.wss4j","wss4j-ws-security-stax"
"org.apache.ws.security","wss4j"
"org.apache.xmlgraphics","batik"
"org.apache.xmlgraphics","batik-dom"
"org.apache.xmlgraphics","batik-rasterizer"
"org.apache.xmlgraphics","batik-transcoder"
"org.apache.xmlgraphics","fop"
"org.apache.xmlgraphics","xmlgraphics-commons"
"org.apache.xmlrpc","xmlrpc"
"org.apache.zeppelin","zeppelin"
"org.apache.zeppelin","zeppelin-server"
"org.apache.zeppelin","zeppelin-zengine"
"org.apache.zookeeper","zookeeper"
"org.asynchttpclient","async-http-client"
"org.atmosphere.client","jquery"
"org.bdgenomics.adam","adam-cli_2.10"
"org.beanshell","bsh"
"org.beanshell","bsh-core"
"org.bedework","bw-webdav"
"org.bitbucket.b_c","jose4j"
"org.bouncycastle","bcmail-jdk14"
"org.bouncycastle","bcmail-jdk15on"
"org.bouncycastle","bcpg-jdk14"
"org.bouncycastle","bcpg-jdk15on"
"org.bouncycastle","bcpkix-jdk14"
"org.bouncycastle","bcpkix-jdk15on"
"org.bouncycastle","bcprov-debug-jdk14"
"org.bouncycastle","bcprov-debug-jdk15on"
"org.bouncycastle","bcprov-ext-debug-jdk15on"
"org.bouncycastle","bcprov-ext-jdk14"
"org.bouncycastle","bcprov-ext-jdk15"
"org.bouncycastle","bcprov-ext-jdk15on"
"org.bouncycastle","bcprov-ext-jdk16"
"org.bouncycastle","bcprov-jdk14"
"org.bouncycastle","bcprov-jdk15"
"org.bouncycastle","bcprov-jdk15+"
"org.bouncycastle","bcprov-jdk15on"
"org.bouncycastle","bcprov-jdk16"
"org.bouncycastle","bctls-jdk15on"
"org.bouncycastle.bcmail-jdk15on.1.57.org.bouncycastle","bcmail-jdk15on"
"org.bouncycastle.bcpg-jdk15on.1.57.org.bouncycastle","bcpg-jdk15on"
"org.bouncycastle.bcpkix-jdk15on.1.57.org.bouncycastle","bcpkix-jdk15on"
"org.bouncycastle.bcprov-ext-jdk15on.1.57.org.bouncycastle","bcprov-ext-jdk15on"
"org.bouncycastle.bcprov-jdk15on.1.57.org.bouncycastle","bcprov-jdk15on"
"org.bouncycastle.bctls-jdk15on.1.57.org.bouncycastle","bctls-jdk15on"
"org.cloudfoundry.identity","cloudfoundry-identity-common"
"org.cloudfoundry.identity","cloudfoundry-identity-login"
"org.cloudfoundry.identity","cloudfoundry-identity-scim"
"org.cloudfoundry.identity","cloudfoundry-identity-server"
"org.cloudfoundry.identity","cloudfoundry-identity-uaa"
"org.codehaus.castor","castor"
"org.codehaus.castor","castor-core"
"org.codehaus.castor","castor-xml"
"org.codehaus.groovy","groovy"
"org.codehaus.groovy","groovy-all"
"org.codehaus.jackson","jackson-mapper-asl"
"org.codehaus.jackson","jackson-mapper-lgpl"
"org.codehaus.mojo","exec-maven-plugin"
"org.codehaus.plexus","plexus"
"org.codehaus.plexus","plexus-archiver"
"org.codehaus.plexus","plexus-utils"
"org.codehaus.redback","redback-system"
"org.codehaus.sonar-plugins","sonar-build-stability-plugin"
"org.codehaus.sonar-plugins","sonar-crowd-plugin"
"org.codehaus.woodstox","woodstox-core-asl"
"org.codehaus.xfire","xfire-core"
"org.codelibs.fess","fess"
"org.controlsfx","controlsfx"
"org.coursera.courier","courier-swift-generator"
"org.craftercms","crafter-search-index-updater"
"org.craftercms","crafter-studio"
"org.cryptacular","cryptacular"
"org.darkphoenixs","log4j"
"org.dashbuilder","dashbuilder-backend"
"org.dashbuilder","dashbuilder-dataset-sql"
"org.directwebremoting","dwr"
"org.dom4j","dom4j"
"org.drools","drools"
"org.drools","drools-core"
"org.drools","drools-workbench-models-test-scenarios"
"org.duracloud","account-management-db-util"
"org.duracloud","synctoolui"
"org.duracloud.mill","auditlog-generator"
"org.duracloud.mill","loopingbittaskproducer"
"org.duracloud.mill","loopingduptaskproducer"
"org.duracloud.mill","manifest-builder"
"org.duracloud.mill","taskproducertool"
"org.duracloud.mill","taskreadertool"
"org.duracloud.mill","workman"
"org.eclipse.californium","californium-core"
"org.eclipse.che","che-parent"
"org.eclipse.che.core","che-ide-core"
"org.eclipse.hudson","hudson-core"
"org.eclipse.jetty","jetty-client"
"org.eclipse.jetty","jetty-http"
"org.eclipse.jetty","jetty-jaspi"
"org.eclipse.jetty","jetty-plus"
"org.eclipse.jetty","jetty-project"
"org.eclipse.jetty","jetty-proxy"
"org.eclipse.jetty","jetty-security"
"org.eclipse.jetty","jetty-server"
"org.eclipse.jetty","jetty-servlet"
"org.eclipse.jetty","jetty-servlets"
"org.eclipse.jetty","jetty-util"
"org.eclipse.jetty","jetty-webapp"
"org.eclipse.jetty.aggregate","jetty-all"
"org.eclipse.jetty.aggregate","jetty-all-server"
"org.eclipse.jetty.aggregate","jetty-client"
"org.eclipse.jetty.aggregate","jetty-plus"
"org.eclipse.jetty.aggregate","jetty-server"
"org.eclipse.jetty.aggregate","jetty-servlet"
"org.eclipse.jetty.aggregate","jetty-webapp"
"org.eclipse.jetty.aggregate","jetty-websocket"
"org.eclipse.jetty.websocket","websocket-server"
"org.eclipse.paho","org.eclipse.paho.client.mqttv3"
"org.eclipse.rdf4j","rdf4j-rio-rdfxml"
"org.eclipse.rdf4j","rdf4j-rio-trix"
"org.eclipse.rdf4j","rdf4j-util"
"org.eclipse.vorto","org.eclipse.vorto.core"
"org.eclipse.xtend","org.eclipse.xtend.core"
"org.eclipse.xtext","org.eclipse.xtext"
"org.elasticsearch","elasticsearch"
"org.elasticsearch","elasticsearch-groovy"
"org.esigate","esigate-core"
"org.fitnesse","fitnesse"
"org.fujion.webjars","lodash"
"org.fusesource.fabric.bridge","stream-log"
"org.fusesource.hawtjni","hawtjni-generator"
"org.fusesource.hawtjni","hawtjni-runtime"
"org.fusesource.jansi","jansi"
"org.fusesource.leveldbjni","leveldbjni-all"
"org.glassfish","jakarta.faces"
"org.glassfish","javax.faces"
"org.glassfish.admin","admin"
"org.glassfish.admin","admin-core"
"org.glassfish.admin","config-api"
"org.glassfish.admin","rest-service"
"org.glassfish.admingui","console-common"
"org.glassfish.common","glassfish-mbeanserver"
"org.glassfish.deployment","deployment"
"org.glassfish.distributions","web-all"
"org.glassfish.embedded","glassfish-embedded-all"
"org.glassfish.external","apache-commons"
"org.glassfish.external","libpam4j-repackaged"
"org.glassfish.extras","glassfish-embedded-all"
"org.glassfish.extras","glassfish-embedded-web"
"org.glassfish.grizzly","grizzly-project"
"org.glassfish.hk2","bean-validator"
"org.glassfish.hk2.external","bean-validator"
"org.glassfish.jersey.examples","groovy"
"org.glassfish.main.admin","admin"
"org.glassfish.main.admin","rest-service"
"org.glassfish.main.admingui","console-common"
"org.glassfish.main.common","glassfish-mbeanserver"
"org.glassfish.main.external","libpam4j-repackaged"
"org.glassfish.main.extras","glassfish-embedded-all"
"org.glassfish.main.orb","orb-iiop"
"org.glassfish.main.packager","glassfish-web"
"org.glassfish.main.web","web-core"
"org.glassfish.main.web","web-naming"
"org.glassfish.metro","webservices-rt"
"org.glassfish.orb","orb-iiop"
"org.glassfish.packager","glassfish-web"
"org.glassfish.security","security"
"org.glassfish.web","javax.servlet.jsp.jstl"
"org.glassfish.web","jstl"
"org.glassfish.web","web-core"
"org.glassfish.web","web-naming"
"org.grails","grails"
"org.grails","grails-core"
"org.grails","grails-plugin-controllers"
"org.grails","grails-resources"
"org.graphwalker","graphwalker"
"org.graylog2","graylog2"
"org.graylog2","graylog2-bootstrap"
"org.graylog2","graylog2-radio"
"org.graylog2","graylog2-server"
"org.hibernate","hibernate-core"
"org.hibernate","hibernate-validator"
"org.hibernate.validator","hibernate-validator"
"org.hornetq","hornetq-selector"
"org.hornetq.rest","hornetq-rest"
"org.hudsonci.plugins","active-directory"
"org.hudsonci.plugins","copy-to-slave"
"org.hudsonci.plugins","email-ext"
"org.hudsonci.plugins","favorite"
"org.hudsonci.plugins","git"
"org.hudsonci.plugins","global-build-stats"
"org.hudsonci.plugins","groovy-postbuild"
"org.hudsonci.plugins","htmlpublisher"
"org.hudsonci.plugins","mercurial"
"org.hudsonci.plugins","perforce"
"org.hudsonci.plugins","token-macro"
"org.hudsonci.plugins","translation"
"org.hudsonci.tools","xstream"
"org.idpf","epubcheck"
"org.igniterealtime.openfire","xmppserver"
"org.igniterealtime.smack","smack"
"org.igniterealtime.smack","smack-core"
"org.igniterealtime.smack","smack-experimental"
"org.igniterealtime.smack","smack-extensions"
"org.igniterealtime.smack","smack-jingle"
"org.igniterealtime.smack","smack-legacy"
"org.igniterealtime.smack","smack-tcp"
"org.igniterealtime.smack","smackx"
"org.immutables","immutables"
"org.infinispan","infinispan"
"org.infinispan","infinispan-cli"
"org.infinispan","infinispan-client-hotrod"
"org.infinispan","infinispan-cli-interpreter"
"org.infinispan","infinispan-commons"
"org.infinispan","infinispan-compatibility-mode-it"
"org.infinispan","infinispan-core"
"org.infinispan","infinispan-scripting"
"org.infinispan","infinispan-server-core"
"org.infinispan","infinispan-server-hotrod"
"org.infinispan","infinispan-server-memcached"
"org.infinispan","infinispan-server-rest"
"org.infinispan","infinispan-server-runtime"
"org.infinispan","infinispan-spring5-common"
"org.infinispan","infinispan-spring5-embedded"
"org.infinispan","infinispan-spring5-remote"
"org.infinispan.server","infinispan-server-endpoints"
"org.jasig.cas","cas-server-support-ldap"
"org.jasig.cas.client","cas-client-core"
"org.jasig.portal","uportal-war"
"org.jasig.uportal","uportal"
"org.jasypt","jasypt"
"org.java-websocket","Java-WebSocket"
"org.jboss.as","jboss-as-messaging"
"org.jboss.as","jboss-as-server"
"org.jboss.as","jboss-as-web"
"org.jboss.netty","netty"
"org.jboss.resteasy","resteasy-core"
"org.jboss.resteasy","resteasy-jaxb-provider"
"org.jboss.resteasy","resteasy-jaxrs"
"org.jboss.resteasy","resteasy-yaml-provider"
"org.jboss.seam","seam"
"org.jboss.spec.javax.faces","jboss-jsf-api_2.2_spec"
"org.jboss.weld","weld-core"
"org.jboss.weld","weld-core-impl"
"org.jboss.weld","weld-osgi-bundle"
"org.jboss.ws.cxf","jbossws-cxf-client"
"org.jbpm","jbpm"
"org.jbpm","jbpm-bpmn2"
"org.jbpm","jbpm-console-ng"
"org.jbpm","jbpm-console-ng-human-tasks"
"org.jbpm","jbpm-console-ng-human-tasks-client"
"org.jbpm","jbpm-designer-backend"
"org.jbpm","jbpm-designer-client"
"org.jbundle.util.backup","org.jbundle.util.backup"
"org.jglobus","JGlobus-Core"
"org.jgroups","jgroups"
"org.jolokia","jolokia"
"org.jolokia","jolokia-core"
"org.jolokia","jolokia-jvm"
"org.jolokia","jolokia-osgi"
"org.jolokia","jolokia-roo"
"org.jolokia","jolokia-war"
"org.jooby","jooby"
"org.jooby","jooby-assets"
"org.jruby","jruby"
"org.jruby","jruby-core"
"org.jruby","jruby-stdlib"
"org.jruby.jcodings","jcodings"
"org.jsecurity","jsecurity"
"org.jsoup","jsoup"
"org.jvnet.hudson","selenium-grid-hub-standalone"
"org.jvnet.hudson","selenium-grid-remote-control-standalone"
"org.jvnet.hudson","xstream"
"org.jvnet.hudson.main","hudson-core"
"org.jvnet.hudson.plugins","active-directory"
"org.jvnet.hudson.plugins","artifactory"
"org.jvnet.hudson.plugins","build-publisher"
"org.jvnet.hudson.plugins","ccm"
"org.jvnet.hudson.plugins","checkstyle"
"org.jvnet.hudson.plugins","copy-to-slave"
"org.jvnet.hudson.plugins","distfork"
"org.jvnet.hudson.plugins","dry"
"org.jvnet.hudson.plugins","email-ext"
"org.jvnet.hudson.plugins","favorite"
"org.jvnet.hudson.plugins","global-build-stats"
"org.jvnet.hudson.plugins","groovy-postbuild"
"org.jvnet.hudson.plugins","perforce"
"org.jvnet.hudson.plugins","release"
"org.jvnet.hudson.plugins","speaks"
"org.jvnet.hudson.plugins","subversion"
"org.jvnet.hudson.plugins","translation"
"org.jvnet.hudson.plugins","warnings"
"org.jvnet.hudson.plugins.m2release","m2release"
"org.jvnet.hudson.plugins.m2release","nexus"
"org.jvnet.libpam4j","libpam4j"
"org.kaazing","k3po.launcher"
"org.kairosdb","kairosdb"
"org.kevoree.modeling","generator.standalone"
"org.kevoree.modeling","org.kevoree.modeling.generator.standalone"
"org.keycloak","keycloak-authz-client"
"org.keycloak","keycloak-common"
"org.keycloak","keycloak-core"
"org.keycloak","keycloak-forms"
"org.keycloak","keycloak-ldap-federation"
"org.keycloak","keycloak-model-infinispan"
"org.keycloak","keycloak-model-jpa"
"org.keycloak","keycloak-parent"
"org.keycloak","keycloak-saml-core"
"org.keycloak","keycloak-server-feature-pack"
"org.keycloak","keycloak-server-spi-private"
"org.keycloak","keycloak-services"
"org.keycloak","keycloak-subsystem"
"org.keycloak","keycloak-themes"
"org.keycloak","keycloak-wildfly-server-subsystem"
"org.kie","kie-drools-wb"
"org.kie","kie-drools-wb-distribution-wars"
"org.kie","kie-drools-wb-webapp"
"org.kie","kie-wb"
"org.kie","kie-wb-distribution-wars"
"org.kie","kie-wb-webapp"
"org.kie.server","kie-server"
"org.kie.workbench.screens","kie-wb-common-project-explorer-backend"
"org.kill-bill.billing.plugin.java","accertify-plugin"
"org.kohsuke","libpam4j"
"org.lappsgrid","all"
"org.ldaptive","ldaptive"
"org.lucee","commons-fileupload"
"org.lucee","dom4j"
"org.lucee","lucee"
"org.mapfish.print","print-standalone"
"org.membrane-soa","service-proxy-core"
"org.mindrot","jbcrypt"
"org.molgenis","molgenis-data-annotators"
"org.mongodb","mongo-java-driver"
"org.mortbay.jasper","apache-el"
"org.mortbay.jasper","apache-jsp"
"org.mortbay.jetty","jetty"
"org.mortbay.jetty","jetty-plus"
"org.mortbay.jetty","jetty-runner"
"org.mortbay.jetty","jetty-test"
"org.mortbay.jetty","jetty-webapp"
"org.mule","mule"
"org.mule.runtime","mule"
"org.mybatis","mybatis"
"org.nd4j","nd4j-common"
"org.neo4j","neo4j"
"org.neo4j","neo4j-advanced"
"org.neo4j","neo4j-community"
"org.neo4j","neo4j-enterprise"
"org.neo4j","neo4j-kernel"
"org.neo4j","neo4j-security"
"org.neo4j","neo4j-security-enterprise"
"org.neo4j","server-api"
"org.neo4j.app","neo4j-server"
"org.neo4j.doc","neo4j-cypherdoc"
"org.odata4j","odata4j-core"
"org.onosproject","onlab-stc"
"org.onosproject","onos"
"org.onosproject","onos-app-oecfg"
"org.onosproject","onos-cli"
"org.onosproject","onos-core-common"
"org.onosproject","onos-core-net"
"org.onosproject","onos-drivers-utilities"
"org.onosproject","onos-netconf-api"
"org.onosproject","onos-netconf-provider-device"
"org.onosproject","onos-of-ctl"
"org.onosproject","onos-ovsdb-rfc"
"org.onosproject","onos-protocols-ovsdb-rfc"
"org.onosproject","onos-providers-netconf"
"org.openapitools","openapi-generator"
"org.opencastproject","base"
"org.opencastproject","opencast-common"
"org.opencastproject","opencast-ingest-service-impl"
"org.opencastproject","opencast-kernel"
"org.opencastproject","opencast-userdirectory"
"org.opencms","opencms-core"
"org.opencms","opencms-upload"
"org.openhab.distro","openhab"
"org.openid4java","openid4java"
"org.opensaml","opensaml"
"org.opensaml","xmltooling"
"org.ops4j.pax.runner","pax-runner"
"org.ops4j.pax.runner","pax-runner-eclipse-core"
"org.ops4j.pax.runner","pax-runner-no-jcl"
"org.ops4j.pax.scanner","pax-scanner-all"
"org.ops4j.pax.scanner","pax-scanner-features"
"org.ops4j.pax.wicket","org.ops4j.pax.wicket.service"
"org.orienteer","orienteer-standalone"
"org.ow2.bundles","ow2-bundles-externals-cxf"
"org.ow2.bundles","ow2-bundles-externals-cxf-2.0"
"org.ow2.bundles","ow2-bundles-externals-cxf-2.2"
"org.ow2.jasmine.monitoring","jasmine-eos-common-server"
"org.ow2.jonas","jonas-web-container-tomcat-7.0"
"org.ow2.jonas","jonas-webservices-axis-core"
"org.ow2.jonas.assemblies","client-jar"
"org.ow2.jonas.camel","camel-jonas5-cxf"
"org.ow2.orchestra","orchestra-axis"
"org.ow2.orchestra","orchestra-axis-osgi"
"org.ow2.orchestra","orchestra-axis-parent"
"org.ow2.orchestra","orchestra-rest-client"
"org.owasp","antisamy"
"org.owasp","dependency-check-core"
"org.owasp.antisamy","antisamy"
"org.owasp.esapi","esapi"
"org.pac4j","pac4j"
"org.picketbox","jbosssx"
"org.picketbox","jbosssx-bare"
"org.picketbox","picketbox"
"org.picketlink","picketlink"
"org.picketlink","picketlink-jbas7-single"
"org.picketlink","picketlink-tomcat-common"
"org.primefaces","primefaces"
"org.python","jython"
"org.python","jython-standalone"
"org.quartz-scheduler","quartz-parent"
"org.red5","red5-io"
"org.richfaces","richfaces"
"org.richfaces","richfaces-a4j"
"org.richfaces.core","richfaces-core-impl"
"org.rundeck","rundeck"
"org.sakaiproject","base"
"org.scala-lang","jline"
"org.scala-lang","scala-actors"
"org.scala-lang","scala-compiler"
"org.scala-lang","scala-library"
"org.scala-lang","scalap"
"org.scala-lang","scala-reflect"
"org.scala-lang","scala-swing"
"org.scala-lang","scala-xml"
"org.simpleframework","simple-xml"
"org.slf4j","slf4j-ext"
"org.sonatype.nexus","nexus-core"
"org.sonatype.nexus","nexus-parent"
"org.sonatype.nexus.xstream","xstream"
"org.spark-project.spark","unused"
"org.spincast","spincast-quickstart"
"org.spincast","spincast-website"
"org.springblade","blade-core-log"
"org.springframework","spring"
"org.springframework","spring-context"
"org.springframework","spring-core"
